企業名,店コード,店名,実績期間FROM,実績期間TO,ゴンドラコード,ゴンドラ名,総売上金額合計,定番売上金額合計,定番売上金額,定番10CM当り売上,総売上金額,定番荒利金額,総荒利金額
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2209,飲料      ,346778842,300133873,103210,1140,103210,15552,15552
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2210,飲料      ,346778842,300133873,430270,4780,739731,55867,65067
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2211,飲料      ,346778842,300133873,219653,2440,219653,46599,46599
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2212,飲料      ,346778842,300133873,200618,2220,200618,36420,36420
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2213,飲料      ,346778842,300133873,376065,4170,376065,54707,54707
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2214,飲料      ,346778842,300133873,501096,5560,501096,86925,86925
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2215,飲料      ,346778842,300133873,319952,3550,697388,51314,65352
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2216,飲料      ,346778842,300133873,281296,3120,281296,42849,42849
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2217,飲料      ,346778842,300133873,202100,2240,202100,28159,28159
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2218,飲料      ,346778842,300133873,135477,1500,135477,25729,25729
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2219,飲料      ,346778842,300133873,299903,3330,299903,58865,58865
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2220,飲料      ,346778842,300133873,221554,2460,249274,37840,40360
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2221,飲料      ,346778842,300133873,332602,3690,471010,57479,69960
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2222,飲料      ,346778842,300133873,196425,2180,196425,39819,39819
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2223,飲料      ,346778842,300133873,262563,2910,262563,45811,45811
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2224,飲料      ,346778842,300133873,416034,4620,609140,65434,74332
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2225,飲料      ,346778842,300133873,165016,1830,165016,24822,24822
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2226,飲料      ,346778842,300133873,268394,2980,344022,44554,47006
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2227,飲料      ,346778842,300133873,177426,1970,318382,29318,39491
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2229,飲料      ,346778842,300133873,18318,200,18318,4544,4544
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2300,飲料      ,346778842,300133873,30831,340,30831,7648,7648
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2302,飲料      ,346778842,300133873,353716,3930,353716,56638,56638
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2303,飲料      ,346778842,300133873,138136,1530,138136,27740,27740
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2304,飲料      ,346778842,300133873,77054,850,77054,11665,11665
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2305,飲料      ,346778842,300133873,408790,4540,408790,73765,73765
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2306,飲料      ,346778842,300133873,68974,760,68974,8590,8590
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2307,飲料      ,346778842,300133873,194963,2160,194963,38700,38700
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2308,飲料      ,346778842,300133873,386166,4290,386166,93566,93566
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2309,飲料      ,346778842,300133873,169563,1880,169563,46713,46713
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2310,飲料      ,346778842,300133873,294135,3260,724053,62985,128565
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2311,飲料      ,346778842,300133873,123977,1370,123977,16314,16314
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2312,飲料      ,346778842,300133873,130897,1450,130897,17500,17500
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2313,飲料      ,346778842,300133873,130230,1440,130230,12743,12743
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2314,飲料      ,346778842,300133873,124862,1380,124862,14248,14248
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2315,飲料      ,346778842,300133873,210523,2330,210523,30116,30116
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2316,飲料      ,346778842,300133873,228770,2540,228770,41748,41748
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2317,飲料      ,346778842,300133873,185045,2050,185045,32766,32766
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2318,飲料      ,346778842,300133873,237141,2630,237141,42654,42654
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2319,飲料      ,346778842,300133873,156726,1740,156726,32996,32996
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2320,飲料      ,346778842,300133873,152336,1690,152336,31299,31299
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2321,飲料      ,346778842,300133873,203109,2250,619317,43153,43153
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2322,飲料      ,346778842,300133873,131294,1450,253890,26731,40681
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2323,飲料      ,346778842,300133873,322890,3580,781134,60858,111960
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2324,飲料      ,346778842,300133873,132124,1460,132124,24652,24652
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2325,飲料      ,346778842,300133873,344304,3820,344304,63162,63162
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2326,飲料      ,346778842,300133873,275864,3060,275864,55562,55562
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2327,飲料      ,346778842,300133873,205680,2280,205680,42945,42945
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2329,飲料      ,346778842,300133873,7770,80,7770,2045,2045
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2400,酒類      ,346778842,300133873,48772,540,48772,18112,18112
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2406,酒類      ,346778842,300133873,30920,340,30920,3316,3316
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2407,酒類      ,346778842,300133873,17750,190,17750,1525,1525
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2408,酒類      ,346778842,300133873,0,0,0,0,0
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2409,酒類      ,346778842,300133873,178570,1980,178570,22328,22328
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2410,酒類      ,346778842,300133873,1602834,17800,1602834,65132,65132
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2411,酒類      ,346778842,300133873,229668,2550,229668,18599,18599
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2412,酒類      ,346778842,300133873,827941,9190,827941,84045,84045
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2413,酒類      ,346778842,300133873,655666,7280,655666,47888,47888
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2414,酒類      ,346778842,300133873,759947,8440,759947,76967,76967
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2415,酒類      ,346778842,300133873,549998,6110,549998,57146,57146
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2416,酒類      ,346778842,300133873,109316,1210,109316,16356,16356
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2417,酒類      ,346778842,300133873,303245,3360,303245,22107,22107
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2418,酒類      ,346778842,300133873,333771,3700,333771,16531,16531
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2419,酒類      ,346778842,300133873,499040,5540,499040,43181,43181
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2421,酒類      ,346778842,300133873,82189,910,82189,16286,16286
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2422,酒類      ,346778842,300133873,229271,2540,229271,39370,39370
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2423,酒類      ,346778842,300133873,166406,1840,166406,27214,27214
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2424,酒類      ,346778842,300133873,483712,5370,483712,75703,75703
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2425,酒類      ,346778842,300133873,310755,3450,310755,55783,55783
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2427,酒類      ,346778842,300133873,0,0,0,0,0
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2500,酒類      ,346778842,300133873,27027,300,27027,5733,5733
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2502,酒類      ,346778842,300133873,16095,170,16095,1950,1950
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2503,酒類      ,346778842,300133873,121102,1340,121102,20550,20550
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2504,酒類      ,346778842,300133873,97568,1080,97568,18716,18716
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2505,酒類      ,346778842,300133873,269389,2990,269389,38119,38119
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2506,酒類      ,346778842,300133873,424828,4720,424828,57269,57269
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2507,酒類      ,346778842,300133873,174304,1930,174304,34261,34261
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2509,酒類      ,346778842,300133873,410662,4560,410662,46759,46759
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2510,酒類      ,346778842,300133873,600412,6670,600412,36481,36481
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2511,酒類      ,346778842,300133873,608227,6750,608227,39168,39168
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2512,酒類      ,346778842,300133873,306358,3400,306358,19500,19500
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2513,酒類      ,346778842,300133873,563833,6260,563833,35107,35107
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2514,酒類      ,346778842,300133873,883052,9810,883052,57139,57139
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2515,酒類      ,346778842,300133873,941075,10450,941075,96577,96577
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2516,酒類      ,346778842,300133873,229767,2550,229767,28660,28660
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2517,酒類      ,346778842,300133873,799583,8880,799583,74939,74939
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2518,酒類      ,346778842,300133873,1051383,11680,1051383,83292,83292
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2519,酒類      ,346778842,300133873,766681,8510,766681,63751,63751
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2520,酒類      ,346778842,300133873,1082872,12030,1082872,88191,88191
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2521,酒類      ,346778842,300133873,551003,6120,551003,40850,40850
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2605,酒類      ,346778842,300133873,1872,20,1872,498,498
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2608,酒類      ,346778842,300133873,682320,7580,682320,90731,90731
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2609,酒類      ,346778842,300133873,784379,8710,784379,96155,96155
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2610,酒類      ,346778842,300133873,596731,6630,596731,91830,91830
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2611,酒類      ,346778842,300133873,375288,4160,375288,47021,47021
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2612,酒類      ,346778842,300133873,406105,4510,406105,56352,56352
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2613,酒類      ,346778842,300133873,213860,2370,213860,34756,34756
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2614,酒類      ,346778842,300133873,294966,3270,294966,37197,37197
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2615,酒類      ,346778842,300133873,208995,2320,208995,30386,30386
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2616,酒類      ,346778842,300133873,463990,5150,463990,91427,91427
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2617,酒類      ,346778842,300133873,452886,5030,452886,85482,85482
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2618,酒類      ,346778842,300133873,273940,3040,273940,57493,57493
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2619,酒類      ,346778842,300133873,518107,5750,518107,90539,90539
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2620,酒類      ,346778842,300133873,677913,7530,677913,115393,115393
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2621,酒類      ,346778842,300133873,251696,2790,251696,41865,41865
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2622,酒類      ,346778842,300133873,251618,2790,251618,44708,44708
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2623,酒類      ,346778842,300133873,836789,9290,836789,130044,130044
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2624,酒類      ,346778842,300133873,1207495,13410,1207495,167381,167381
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2625,酒類      ,346778842,300133873,1493440,16590,1493440,238100,238100
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2626,酒類      ,346778842,300133873,933359,10370,933359,116339,116339
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2629,酒類      ,346778842,300133873,0,0,0,0,0
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2633,002633      ,346778842,300133873,0,0,0,0,0
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2700,002700      ,346778842,300133873,9611,0,9611,2285,2285
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2703,酒類      ,346778842,300133873,645100,7160,645100,79180,79180
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2704,酒類      ,346778842,300133873,1116200,12400,1116200,68436,68436
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2705,酒類      ,346778842,300133873,352724,3910,352724,45828,45828
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2706,酒類      ,346778842,300133873,755041,8380,755041,111339,111339
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2707,酒類      ,346778842,300133873,893964,9930,893964,178583,178583
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2708,酒類      ,346778842,300133873,426404,4730,426404,64526,64526
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2709,酒類      ,346778842,300133873,351071,3900,351071,55230,55230
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2710,酒類      ,346778842,300133873,1355795,15060,1355795,192864,192864
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2711,酒類      ,346778842,300133873,361532,4010,361532,56098,56098
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2712,酒類      ,346778842,300133873,987114,10960,987114,145379,145379
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2713,酒類      ,346778842,300133873,194495,2160,194495,29583,29583
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2714,酒類      ,346778842,300133873,42725,470,42725,5846,5846
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2715,酒類      ,346778842,300133873,292322,3240,292322,30113,30113
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2717,酒類      ,346778842,300133873,850594,9450,850594,78404,78404
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2718,酒類      ,346778842,300133873,707621,7860,707621,74586,74586
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2719,酒類      ,346778842,300133873,1091156,12120,1091156,127195,127195
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2720,酒類      ,346778842,300133873,757953,8420,757953,76013,76013
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2721,酒類      ,346778842,300133873,635818,7060,635818,54641,54641
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2722,酒類      ,346778842,300133873,737888,8190,737888,86092,86092
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2800,冷凍食品  ,346778842,300133873,2716,30,2716,609,609
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2801,冷凍食品  ,346778842,300133873,0,0,0,0,0
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2802,冷凍食品  ,346778842,300133873,118804,1320,118804,36412,36412
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2803,冷凍食品  ,346778842,300133873,100817,1120,100817,27723,27723
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2804,冷凍食品  ,346778842,300133873,164349,1820,164349,54438,54438
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2805,冷凍食品  ,346778842,300133873,12670,140,12670,2700,2700
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2806,冷凍食品  ,346778842,300133873,51184,560,51184,11264,11264
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2807,冷凍食品  ,346778842,300133873,183178,2030,183178,38889,38889
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2808,冷凍食品  ,346778842,300133873,136542,1510,136542,24521,24521
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2809,冷凍食品  ,346778842,300133873,369660,4100,369660,63288,63288
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2810,冷凍食品  ,346778842,300133873,141375,1570,141375,25622,25622
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2811,冷凍食品  ,346778842,300133873,188468,2090,188468,32557,32557
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2812,冷凍食品  ,346778842,300133873,266179,2950,266179,42165,42165
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2813,冷凍食品  ,346778842,300133873,441899,4900,441899,60090,60090
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2814,冷凍食品  ,346778842,300133873,306008,3400,306008,66248,66248
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2815,冷凍食品  ,346778842,300133873,176337,1950,176337,39348,39348
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2816,冷凍食品  ,346778842,300133873,134011,1480,134011,27085,27085
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2817,冷凍食品  ,346778842,300133873,193448,2140,193448,40918,40918
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2818,冷凍食品  ,346778842,300133873,204686,2270,204686,47626,47626
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2819,冷凍食品  ,346778842,300133873,123976,1370,123976,25124,25124
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2820,冷凍食品  ,346778842,300133873,93114,1030,93114,21127,21127
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2821,冷凍食品  ,346778842,300133873,205519,2280,205519,43096,43096
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2822,冷凍食品  ,346778842,300133873,221323,2450,221323,47533,47533
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2823,冷凍食品  ,346778842,300133873,332131,3690,332131,48653,48653
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2824,冷凍食品  ,346778842,300133873,321532,3570,321532,52032,52032
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2825,冷凍食品  ,346778842,300133873,185816,2060,185816,40054,40054
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2826,冷凍食品  ,346778842,300133873,255624,2840,255624,57557,57557
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2827,冷凍食品  ,346778842,300133873,570400,6330,570400,91257,91257
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2828,冷凍食品  ,346778842,300133873,60210,660,60210,11271,11271
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2831,冷凍食品  ,346778842,300133873,9193605,102150,9193605,440407,440407
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2832,冷凍食品  ,346778842,300133873,4233498,47030,4233498,281831,281831
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2833,冷凍食品  ,346778842,300133873,1204577,13380,1204577,225875,225875
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2834,冷凍食品  ,346778842,300133873,29061,320,29061,7473,7473
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2904,冷凍食品  ,346778842,300133873,230995,2560,230995,48971,48971
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2905,冷凍食品  ,346778842,300133873,215387,2390,215387,45211,45211
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2906,冷凍食品  ,346778842,300133873,181281,2010,181281,39328,39328
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2907,冷凍食品  ,346778842,300133873,474339,5270,474339,48701,48701
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2908,冷凍食品  ,346778842,300133873,78398,870,78398,16915,16915
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2909,冷凍食品  ,346778842,300133873,2443,20,2443,294,294
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2911,冷凍食品  ,346778842,300133873,310278,3440,310278,57923,57923
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2912,冷凍食品  ,346778842,300133873,495964,5510,495964,85659,85659
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2913,冷凍食品  ,346778842,300133873,96596,1070,96596,18420,18420
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2914,冷凍食品  ,346778842,300133873,556788,6180,556788,106436,106436
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2915,冷凍食品  ,346778842,300133873,377595,4190,377595,56950,56950
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2916,冷凍食品  ,346778842,300133873,81537,900,81537,17672,17672
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2917,冷凍食品  ,346778842,300133873,273336,3030,273336,55500,55500
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2918,冷凍食品  ,346778842,300133873,483108,5360,483108,97631,97631
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2919,冷凍食品  ,346778842,300133873,78734,870,78734,13679,13679
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2920,冷凍食品  ,346778842,300133873,195535,2170,195535,29958,29958
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2921,冷凍食品  ,346778842,300133873,116784,1290,116784,19795,19795
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2922,冷凍食品  ,346778842,300133873,122990,1360,122990,20777,20777
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2923,冷凍食品  ,346778842,300133873,228232,2530,228232,35442,35442
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2924,冷凍食品  ,346778842,300133873,252776,2800,252776,40583,40583
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2925,冷凍食品  ,346778842,300133873,96121,1060,96121,16144,16144
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2926,冷凍食品  ,346778842,300133873,61742,680,61742,12400,12400
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2927,冷凍食品  ,346778842,300133873,156276,1730,156276,30639,30639
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2928,冷凍食品  ,346778842,300133873,54887,600,54887,11180,11180
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2929,冷凍食品  ,346778842,300133873,130676,1450,130676,26714,26714
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2932,冷凍食品  ,346778842,300133873,2001,20,2001,593,593
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2933,要冷生菓子,346778842,300133873,890958,19790,1286544,144258,185244
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2934,要冷生菓子,346778842,300133873,547755,12170,910578,98520,147841
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2935,002935      ,346778842,300133873,0,0,0,0,0
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,2936,002936      ,346778842,300133873,0,0,0,0,0
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,3000,サイドネッ,346778842,300133873,38049,310,38049,8221,8221
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,3002,チルドピザ,346778842,300133873,445826,9280,1478278,71724,173597
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,3003,洋日配    ,346778842,300133873,1467936,16310,1976315,289727,377601
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,3004,洋日配    ,346778842,300133873,913518,10150,1046952,171759,194135
株式会社マルエーうちや　　　,5,泉　　　　　　　　　,20251201,20260228,3005,洋日配    ,346778842,300133873,1499832,16660,1654710,270888,298256
